Модель,Номер модели,Наименование,Тип вагона,Дополнительная характеристика,Особенность модели,Учётная специализация модели,Завод-изготовитель,Материал кузова,Тележка,Осность вагона,Ширина колеи,Наличие переходной площадки,Наличие стояночного тормоза,Конструкционная скорость,Тара вагона (минимальная),Тара вагона (максимальная),Грузоподъёмность,Объём,Площадь пола,Высота,Ширина,Длина,Габарит по ГОСТ 9238-2013,Длина по осям автосцепок,Размер дверного проёма,Год начала серийного производства,Нормативный срок службы,url,Номер проекта,Технические условия,Возможность установки буферов,Максимальная расчетная статическая нагрузка от колесной пары на рельсы,Максимальная расчетная погонная нагрузка,База вагона,Грузоподъёмность секции,База секции,Объём одной секции,Площадь пола секции вагона,Габарит по ГОСТ 9238-2013 при закрытой крыше,Габарит по ГОСТ 9238-2013 при открытой крыше,Высота от уровня головки рельса,Максимальная ширина,Высота автосцепки от уровня головки рельса,Количество верхних люков,Описание на сайте завода-изготовителя,Высота по боковой стене,Высота по осевому сечению,Диаметр печной разделки,Длина по раме,Высота пола от уровня головки рельса,Размер загрузочного люка в боковой стене,Удельная материалоёмкость,Диаметр загрузочного люка,Высота от настила пола до крыши,Год окончания серийного производства,Удельный объём,Минимальный радиус вписывания в кривую,Полный объём кузова с учётом подкрышного пространства,Геометрический объём кузова до верхней обвязки,Геометрический объём кузова до пересечения с крышей,Возможна перестанока на колею,Коэффициент тары вагона,Код СМГС 1,Угол наклона кузова при разгрузке,Количество разгрузочных цилиндров,Рабочее давление разгрузочных цилиндров,Ширина кузова внутри внизу,Длина кузова в нижней части,Высота бортов,Количество поддонов,Длина поддона,Ширина поддона,Высота поддона,Количество разгрузочных люков,Количество загрузочных люков,Размеры разгрузочного люка в свету,Размер загрузочных люков в свету,Угол наклона торцевых стенок бункеров,Длина кузова в верхней части,Объём кузова,Ширина максимальная по стойкам,Наличие торцевых дверей,Количество загрузочных люков в боковой стене,"Размер загрузочного люка в боковой стене в свету (длина, ширина)",Объём кузова до уровня люков,Объем кузова полный с учетом объема крыши,Угол наклона торцевых стенок,Количество бункеров,Угол наклона пола бункеров,Давление воздуха в разгрузочной магистрали,Наличие разгрузочных люков,Высота от уровня верха головок рельсов по верхним обвязкам кузова,Тара вагона,Группа вагонов,Удельная площадь,Количество продольных бортов,Количество торцовых бортов,Количество опрокидывающихся упоров,Высота продольных бортов,Высота торцевых бортов,Габарит тележки,Габарит кузова,Количество стационарных упоров,Ширина пола с открытыми бортами,Высота от уровня верха головок рельсов до уровня пола,Количество упоров для крепления контейнеров,Длина пола с открытыми бортами,Количество стоек,Длина перевозимого груза,Расчетный объем погрузочного пространтва,Длина перевозимых заготовок,"Размеры сечений заготовок, круглого","Размеры сечений заготовок, прямоугольного",Разгрузочный объем погрузочного пространства,Высота торцовых бортов,Код СМГС 2,Конструкционная скорость в порожнем состоянии,Конструкционная скорость в груженом состоянии,Размер разгрузочных люков в свету,Угол открывания средних крышек люков,Угол открывания крышек люков над тележками,Угол открывания крышек люков над тормозным цилиндром,Высота от уровня головки рельса до нижней обвязки,Размер зачистного люка,Система торможения,Высота от уровня верха головок рельсов до уровня верха рамы,Количество торцевых дверей,Ширина дверного проема при открытых дверях,Калибровка котла,Объем полезный,Объем бункера полный,Объем бункера полезный,Угол наклона боковой стенки бункера к горизонту при разгрузке,Длина бункера,Ширина бункера по верху,Высота бункера,Объем полный,Угол наклона торцевой стены,Угол наклона стены бункера,Объем котла полный,Объем котла полезный,Диаметр котла внутренний,Длина котла наружная,"Давление, создаваемое в котле при гидравлическом испытании",Количество наружных лестниц,Количество внутренних лестниц,Максимально допустимая температура загружаемого продукта,Способ налива,Способ слива,"Длина котла наружная, с парообогревательной рубашкой",Рабочее давление в котле,Рабочее давление в системе разогрева,Давление настройки предохранительного клапана,Условное рабочее давление в котле (по регулировке предохранительного клапана),Количество секций котла,Уклон котла к сливному прибору,Наличие парообогревательной рубашки,Наличие предохрантительно-впускного клапана,Внешнее избыточное давление по регулировке впускного клапана,Рабочее давление в котле при разгрузке,Наличие теплоизоляции,Наличие теневой защиты,Наличие системы разогрева,Объём полный котла каждой секции,Объем одной емкости,Наличие экрана днища,Наличие защитных дуг,Давление в котле при разгрузке,Наличие внутрениних лестниц,Источник тепла,Длина котла наружная с кожухом,Максимальная степень наполнения,Способ налива и слива,Потребляемая мощность при разогреве,Наличие предохранительного клапана,Время сохранения груза в жидком состоянии,Ширина рамы по концевым балкам,Ширина рамы по шкворневым балкам,Рабочее давление в котле (при температуре продукта 50 °С),Объём котла МЭГ,Производительность выгрузки,Толщина теплоизоляции,Допускаемая температура загружаемого продукта,Количество лазовых люков,Длина котла наружная без кожуха,Напряжение питания электронагревателя,Рабочая температура в котле,Наличие смотрового люка,Длина котла наружная с изоляцией,Наличие пароразогрева,Давление в системе разогрева при гидроиспытании,Максимальное давление в системе разогрева,Наличие наружных лестниц,Наличие электрооборудования для разогрева продукта,Наличие кожуха изоляции,Наличие предохранительной мембраны,Количество аэролотков,Диаметр лазового люка,Диаметр разгрузочного патрубка,Угол наклона откоса к горизонту,Давление в котле при загрузке,Количество стационарных опор,Количество опор,Наличие внутренних лестниц,Теплоноситель,Наличие изоляции,Наличие впускного клапана,Количество технологических люков,Скорость равномерного разогрева продукта по всей поверхности котла,Наличие теплообменника котла,Количество аэроднищ,Количество аэроплиток,Угол наклона бункеров к горизонту,Давление в котле при транспортировке,Источник питания,Количество смотровых люков,Угол наклона аэролотков к горизонту,Температура при наливе,Коэффициент теплопередачи кузова,Расчётный диапазон температуры в грузовом помещении,Расчётный срок перевозки скоропортящихся грузов в вагоне,Наличие дверей,Высота от УВГ до опор фитингов,Высота от УГР до верха опорных плит с упорами,Высота от УГР до опорной поверхности контейнера,Разгрузка вагона,Угол наклона бункеров,Привод механизма разгрузки,Масса колпака,Количество ложементов для рулонной стали,Длина кузова внутри,Длина по верхней обвязке,Высота от уровня верха головок рельсов до разгрузочных устройств,Ширина максимальная по крыше,Ширина кузова внутри вверху,Класс поглощающего аппарата по ГОСТ 32913,Высота от УГР до разгрузочных устройств,Угол наклона стены торцевой внутренней,Угол наклона конька поперечного,Максимальная ширина платформы с грузом в горизонтальном положении,Максимальная ширина платформы с грузом в горизонтальном положении от продольной оси пути,Угол плоскости повортной рамы относительно горизонта,Количество цилиндров поворота,Ширина перевозимых заготовок,Толщина перевозимых заготовок,Количество цилиндров опрокидывания,Механизм разгрузки,Тип механизма разгрузки,Количество запорно-пломбировочных устройств,Конструкционная скорость на путях промышленного транспорта в груженом состоянии,Высота стоек от уровня пола,Ширина наружная (по раме),Объём кузова для глинозема,Объём кузова для алюминия,Высота от УГР до верха поперечных стоек под лесоматериалы,Общая площадь загрузочных люков,Общая площадь разгрузочных люков,Наличие вибраторов на разгрузочных люках,Блокировка открытия загрузочных люков с переходной площадки,Наличие бортов,Длина по лобовым листам,Угол наклона днищ бункеров,Максимальное давление в пневмомагистрали,Выгрузка вагона,Перевозимые легковые автомобили длиной до 3100 мм,Перевозимые легковые автомобили длиной до 3550 мм,Перевозимые легковые автомобили длиной до 4150 м,Перевозимые легковые автомобили длиной до 5000 мм,Перевозимые легковые автомобили длиной до 6200 мм,Размеры погрузочной площадки,Размеры загрузочного люка в свету,Количество торцевых стен,Вид разгрузки,Наличие переходной площадки с ручным тормозом,Наличие вентиляционных окон на боковых стенах,Ширина колпака по боковым стенкам,Высота колпака максимальная,Высота колпака без захватов,Высота опор над уровнем пола,Высота стационарных опор над уровнем пола,Высота передвижных опор над уровнем пола,Количество передвижных опор,Количество перевозимых рулонов,Диаметр перевозимых рулонов,Ширина перевозимых рулонов,Температура загружаемого груза,Наличие торцевых стен,Количество наружных крышек люков,Количество внутренних крышек люков,Высота дозирования выше головок рельс,Высота дозирования ниже головок рельс,"Расстояние от низа дозатора до головок рельс, не менее",Размер проёма наружного разгрузочного люка в свету,Размер проёма внутреннего разгрузочного люка в свету,Количество цилиндров разгрузочно-дозирующего механизма,Длина погрузочной площадки,Высота от УГЦ до грузовой площадки,Высота от УГЦ до переездной площадки,Количество переездных площадок,"Верхние размеры кузова вверху,длина","Верхние размеры кузова вверху, ширина",Диаметр опорных штырей,Наличие крыши,Длина колпака максимальная,Наличие дверного проема,Ширина внутренняя (по стойкам),Количество емкостей,Рабочее давление в емкости при разгрузке,Наружный диаметр емкости,Внутренние размеры кузова,Количество ярусов,Количество перевозимых автобусов,Высота кузова внутри,Максимальное давление воздуха в рабочей сети,Число рабочих цилиндров разгрузочно-дозирующих механизмов,Размер наружного разгрузочного люка в свету,Размер внутреннего разгрузочного люка в свету,Количество передвижных секций,Материал емкостей,Наличие отделения для проводника,Вместимость баков для воды,Энергоемкость вагона,Угол наклона крышек разгрузочных люков к горизонту,Внутренний диаметр емкости,Диаметр разгрузочного люка в свету,Размер дверного проёма в свету,Габарит с установленными бегунками,Габарит со снятыми бегунками,Высота подъёма кузова над нижней рамой при разгрузке на эстакаде,Необходимое давление воздуха в разгрузочной магистрали,Угол наклона секций к горизонту,Внутренние размеры кузова по низу,Внутренние размеры кузова по верху в транспортном положении,Внутренние размеры кузова по верху в рабочем положении,Конструкционная скорость на путях общего пользования в порожнем состоянии,Конструкционная скорость на путях промышленного транспорта в порожнем состоянии,Скорость при разгрузке
11-1807-01,1003.0,Крытый вагон,4-осный крытый вагон с объёмом кузова 150-158 куб.м. без переходной площадки,С объемом кузова 150-158 куб.м. без переходной площадки,"Крытый цельномет. пол, уширенные дв. проемы, вент. люки в боковых стенах",крытый универсальный,"Частное акционерное общество ""Азовобщемаш"" (клеймо 1209)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,,120 км/ч,26.1 т,27.0 т,66.7 т,165.0 м3,,,,,1-ВМ,18840 мм,3973x2717 мм,2006.0,32 года,https://vagon.by/model/11-1807-01/1003,,ТУ У 35.2-32258888-560:2005,,230.5 кН,,11700 мм,,,,,,,4615 мм,,1040..1080 мм,,,,,,,,,,,,2016.0,,,,,,,,L4DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1807,905.0,Крытый вагон,Крытый 4-осный с объемом кузова 140 куб.м и более с уширенными дверными проемами,Характеристики не содержит,"Крытый цельномет. пол, уширенные дв. проемы, вент. люки в боковых стенах",крытый универсальный,"Открытое акционерное общество ""Мариупольский завод тяжёлого машиностроения"" (клеймо 143)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,Есть,120 км/ч,25.1 т,26.1 т,67.2 т,138.0 м3,"43,9 м2",2820 мм,2784 мм,15742 мм,1-ВМ,16970 мм,3973x2717 мм,2005.0,32 года,https://vagon.by/model/11-1807/905,,,Нет,230.5 кН,55.4 кН/м,11700 мм,,,,,,,4615 мм,3160 мм,1040..1080 мм,,,,,,15750 мм,1246 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1807,906.0,Крытый вагон,Крытый 4-осный с объемом кузова 140 куб.м и более с уширенными дверными проемами,Характеристики не содержит,"Крытый цельномет. пол, уширенные дв. проемы, вент. люки в боковых стенах",крытый универсальный,"Частное акционерное общество ""Азовобщемаш"" (клеймо 1209)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,Есть,120 км/ч,25.1 т,26.1 т,67.2 т,138.0 м3,"43,9 м2",2820 мм,2784 мм,15742 мм,1-ВМ,16970 мм,3973x2717 мм,2005.0,32 года,https://vagon.by/model/11-1807/906,,ТУ У 35.2-32258888-560:2005,Нет,230.5 кН,55.4 кН/м,11700 мм,,,,,,,4615 мм,3160 мм,1040..1080 мм,,,,,,15750 мм,1246 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-280-01,34.0,Крытый вагон,Крытый 4-осный с объемом кузова 140 куб.м и более с уширенными дверными проемами,Характеристики не содержит,С уширенными дверными проемами,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,,120 км/ч,24.1 т,27.0 т,67.0 т,138.0 м3,,2860 мм,2764 мм,15724 мм,1-ВМ,16970 мм,3802x2334 мм,2002.0,32 года,https://vagon.by/model/11-280-01,,,,235.0 кН,,12240 мм,,,,,,,4694 мм,3266 мм,1040..1080 мм,,,,,,15750 мм,1286 мм,614x365 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-280Е,35.0,Крытый вагон,Крытый 4-осный с объемом кузова 140 куб.м и более с уширенными дверными проемами,Характеристики не содержит,С уширенными дверными проемами,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,,120 км/ч,24.0 т,24.1 т,68.2 т,138.0 м3,,,,,1-ВМ,16970 мм,3802x2334 мм,2002.0,32 года,https://vagon.by/model/11-280Е,,,,232.8 кН,,12240 мм,,,,,,,4693 мм,3266 мм,,,,,,,15750 мм,1286 мм,614x365 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-1150,606.0,Думпкар,,,,руда и др.скальные породы,"Открытое акционерное общество ""Завод металлоконструкций"" г.Энгельс (клеймо 1169)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-102,6.0,1520 мм,Нет,,,55.3 т,57.0 т,110.0 т,48.0 м3,,,,,1-Т,15040 мм,,2001.0,15 лет,https://vagon.by/model/34-1150,,,,272.0 кН,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L4AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-9023-02,608.0,Думпкар,,,,руда и др.скальные породы,"Открытое акционерное общество ""Стахановский вагоностроительный завод"" (клеймо 62)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-101,8.0,1520 мм,Нет,,,65.8 т,70.0 т,150.0 т,60.0 м3,,,,,Тпр,18400 мм,,1997.0,15 лет,https://vagon.by/model/34-9023-02,,,,275.0 кН,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L4DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-680,603.0,Думпкар,,,,руда и др.скальные породы,"Открытое акционерное общество ""Завод металлоконструкций"" г.Энгельс (клеймо 1169)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-522,6.0,1520 мм,Есть,,70 км/ч,49.3 т,50.8 т,105.0 т,50.0 м3,,1340 мм,2890 мм,13400 мм,1-Т,15480 мм,,1995.0,22 года,https://vagon.by/model/33-680,680.00.000,24.05.974-95,Нет,254.4 кН,98.6 кН/м,9340 мм,,,,,,,3400 мм,3254 мм,1040..1080 мм,,,,,,14468 мм,2060 мм,,,,,,"0,48 м3/т",,,,,,,L4AN,45 °,6 шт,"0,7 МПа",2715 мм,13000 мм,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-4090,569.0,Платформа для ферросплавов,,,,контейнеры для ферросплавов,"Частное акционерное общество ""Днепровагонмаш"" (клеймо 133)",,18-100,4.0,1520 мм,Нет,Есть,100 км/ч,29.1 т,30.1 т,109.5 т,,,,,,1-Т,11220 мм,,1994.0,0,https://vagon.by/model/23-4090,4090.00.000,4090.00.000ТТ,Нет,343.0 кН,122.3 кН/м,6500 мм,,,,,,,2350 мм,3150 мм,1040..1080 мм,,,,,,10000 мм,,,,,,,,,,,,,,L4DN,,,,,,1020 мм,5 шт,2720 мм,1890 мм,300 мм,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-9019-02,607.0,Думпкар,,,,руда и др.скальные породы,"Открытое акционерное общество ""Стахановский вагоностроительный завод"" (клеймо 62)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-101,8.0,1520 мм,Нет,,,72.3 т,77.0 т,143.0 т,60.0 м3,,,,,Тпр,18400 мм,,1994.0,15 лет,https://vagon.by/model/34-9019-02,,,,275.0 кН,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L4AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-286,36.0,Крытый вагон,"Универсальный крытый 4-осный с уширенными дверными проемами, с тормозной площадкой о обемом кузова 138 куб.м",Характеристики не содержит,С уширенными дверными проемами,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Есть,,120 км/ч,26.0 т,27.0 т,67.0 т,138.0 м3,,2860 мм,2764 мм,15724 мм,1-ВМ,17670 мм,3802x2334 мм,1993.0,32 года,https://vagon.by/model/11-286,,,,235.0 кН,,12240 мм,,,,,,,4694 мм,3266 мм,1040..1080 мм,,,,,,16450 мм,1286 мм,614x365 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-321,612.0,Хоппер для цемента,4-осный крытый хоппер для перевозки цемента,"Хоппер, для цемента","Крытый хоппер c 4-мя разгр. люк, съемн. крышей, саморазгруж-ся",крытый-хоппер для цемента,"Общество с ограниченной ответственностью ""Великолукский локомотиворемонтный завод"" (клеймо 55)","09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Есть,Есть,120 км/ч,20.0 т,21.0 т,72.0 т,56.0 м3,,,,,1-Т,12120 мм,,1993.0,26 лет,https://vagon.by/model/55-321,321,ТУ 3182-001-09436259-93,Нет,218.3 кН,72.0 кН/м,7800 мм,,,,,,,4325 мм,3218 мм,1040..1080 мм,,,,,,10900 мм,315 мм,,,,,,,,,,,,,L4AN,,,,,,,,,,,4 шт,4 шт,500*400 мм,620 мм,50 °,8300 мм,56 м3,3206 мм,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-280,33.0,Крытый вагон,Крытый 4-осный с объемом кузова 140 куб.м и более с уширенными дверными проемами,Характеристики не содержит,С уширенными дверными проемами,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,Есть,120 км/ч,24.1 т,26.0 т,68.0 т,138.0 м3,"43,5 м2",2860 мм,2764 мм,15724 мм,1-ВМ,16970 мм,3802x2334 мм,1991.0,32 года,https://vagon.by/model/11-280,280.00.000-00,ТУ 24.05.949-90,Нет,230.3 кН,54.3 кН/м,12240 мм,,,,,,,4694 мм,3266 мм,1040..1080 мм,,http://altaivagon.ru/produkciya/vogonostroenie/krytye_vagony/11280/,,,,15750 мм,1286 мм,615x365 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 м3,,нет,4 шт,614х365 мм,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-276,32.0,Крытый вагон с уширенными дверными проемами,Крытый 4-осный с объемом кузова 120 куб.м и более с уширенными дверными проемами и тормозной площадкой,Характеристики не содержит,С уширенными дверными проемами,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Есть,,120 км/ч,24.0 т,26.0 т,68.0 т,122.0 м3,,2800 мм,2745 мм,13821 мм,1-ВМ,15360 мм,3802x2334 мм,1990.0,32 года,https://vagon.by/model/11-276,,,,235.0 кН,,10000 мм,,,,,,,4688 мм,3266 мм,1040..1080 мм,,,,,,14570 мм,1286 мм,614x365 мм,,,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-274,30.0,Крытый вагон с бронированными дверями,Крытый 4-осный с объемом кузова 120 куб.м и более с уширенными дверными проемами без тормозной площадки,Характеристики не содержит,С уширенными дверными проемами и бронированными дверями,крытый универсальный,Акционерное общество Алтайского вагоностроения (клеймо 22),"09Г2С, 09Г2Д, 09Г2, 09Г2СД-12",18-100,4.0,1520 мм,Нет,,120 км/ч,34.0 т,35.1 т,59.0 т,120.0 м3,,2800 мм,2730 мм,13803 мм,1-ВМ,14730 мм,3890x2264 мм,1989.0,32 года,https://vagon.by/model/11-274/30,,,,235.0 кН,,10000 мм,,,,,,,4640 мм,,1040..1080 мм,,,,,,13870 мм,1290 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крытые вагоны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
